8;ASE075H;H_VC;"3/4""SHUT-OFF VALVE,ANG,EXT.NECK,BLT. BONNET,SW,HW";431
8;ASE100C;H_VC;"1""SHUT-OFF VALVE,ANG, EXT.NECK, BLT.BONNET,SW,SC";512
8;ASE100H;H_VC;"1""SHUT-OFF VALVE,ANGLE, EXT.NECK,BLT. BONNET,SW,HW";512
8;ASE125C;H_VC;"1-1/4""SHUT-OFF VLV,ANG,EXT.NECK,BLT.BNT,SW,SC";636
8;ASE125H;H_VC;"1-1/4""SHUT-OFF VLV,ANG, EXT.NECK,BLT. BNT,SW,HW";636
8;ASE150C;H_VC;"1-1/2""SHUT-OFF VLV,ANG,EXT.NECK,BLT.BONNET,SW,SC";815
8;ASE150H;H_VC;"1-1/2""SHT-OFF VLV,ANG,EXT.NECK,BLT. BONNET,SW,HW";815
8;ASE200C;H_VC;"2""SHUT-OFF VALVE,ANG, EXT.NECK,BLT. BONNET,SW,SC";910
8;ASE200H;H_VC;"2""SHUT-OFF VALVE,ANG, EXT.NECK,BLT. BONNET,SW,HW";910
8;ASE251C;H_VC;"2-1/2"" SHUT-OFF VLV,ANG.EXT.NECK,BLT. BNT,SW,SC";1199
8;ASE251H;H_VC;"2-1/2"" SHUT-OFF VAVLE, ANG.EXT.NCK,BLT.BNT,SW,HW";1199
8;AT038C;H_VC;"3/8""REFRIG SHUT-OFF VLV ANGLE,THREADED,SEAL CAP";221
8;AT038H;H_VC;"3/8""NH3 SHUT-OFF VALVE ANGLE,THREADED,HW";221
8;AT051C;H_VC;"1/2""REFRIG.SHUT-OFF VLV ANGLE,THD,SEAL CAP";226
8;AT051H;H_VC;"1/2""NH3 SHUT-OFF VALVE ANGLE,THREADED,HW";226
8;AT076C;H_VC;"3/4""REFRIG SHUT-OFF VLV ANGLE,THREADED,SEAL CAP";258
8;AT076H;H_VC;"3/4""NH3 SHUT-OFF VALVE ANGLE,THREADED,HW";258
8;ATB050C;H_VC;"1/2""SHUT-OFF VLV,ANGLE,BLT BON,THD.,SC";261
8;ATB050H;H_VC;"1/2""SHUT-OFF VALVE,ANGLE,BLTD,BON,THD,HW";261
8;ATB075C;H_VC;"3/4""SHUT-OFF VLV,ANGLE ,BLTD BON,THD.SC";311
8;ATB075H;H_VC;"3/4""SHUT-OFF VLV,ANGLE,BLTD BONN,THD,HW";311
8;ATB100C;H_VC;"1""SHUT-OFF VLV,ANGLE,BLT BONNET,THD.,SC";325
8;ATB100H;H_VC;"1""SHUT-OFF VALVE,ANGLE,BLTD BONN,THD,HW";325
8;ATB125C;H_VC;"1-1/4""SHUTOFF VLV,ANGL ,BOLT BONNT THD,SC";451
8;ATB125H;H_VC;"1-1/4""SHUTOFF VLV,ANGL,BOLT BONNT,THD,HW";451
8;ATE050C;H_VC;"1/2"" SHT-OFF VLV, ANGLE,EXT.NECK,BLT.BONNET,THD,SC";376
8;ATE050H;H_VC;"1/2"" SHUT-OFF VLV, ANG, EXTNECK,BLT.BNT,THD.HW";376
8;ATE075C;H_VC;"3/4"" SHUT-OFF VLV,ANG,EXT.NCK,BLT.BNT,THD.SC";429
8;ATE075H;H_VC;"3/4"" SHUT-OFF VLV,ANG,EXT.NCK,BLT.BNT,THD,HW";429
8;ATE100C;H_VC;"1"" SHUT-OFF VALVE,ANGLE,EXT.NECK,BLT.BONNET,THD,SC";510
8;ATE100H;H_VC;"1"" SHUT-OFF VALVE,ANGLE,EXT.NECK,BLT.BONNET,THD,HW";510
8;ATE125C;H_VC;"1-1/4"" SHUT-OFF VLV,ANGLE.EXT.NCK,BLT.BNT,THD,SC";636
8;ATE125H;H_VC;"1-1/4"" SHUT-OFF VALVE, ANG,EXT.NCK,BLT.BNT,THD,HW";636
8;AW1000C;H_VC;"10"" REFRIG. SHUT-OFF VALVE ANGLE, BW, SC";15701
8;AW1000H;H_VC;"10"" REFRIG. SHUT-OFF VALVE, ANGLE, BW, HW";15701
8;AW1200C;H_VC;"12"" REFRIG. SHUT-OFF VALVE ANGLE, BW, SC";22893
8;AW1200H;H_VC;"12"" REFRIG. SHUT-OFF VALVE, ANGLE, BW, HW";22893
8;AW1400C;H_VC;"14""REFRIG.SHUT-OFF VALVE ANGLE,BW,SC";45894
8;AW1400H;H_VC;"14""NH3 SHUT-OFF VALVE,ANGLE,BW,HW";45894
8;AW150C;H_VC;"1-1/2"" ANGLE SHUT-OFF VALVE, BW, SC";642
8;AW150H;H_VC;"1-1/2"" ANGLE SHUT-OFF VALVE, BW,HW";642
8;AW1600C;H_VC;"16""REFRIG.SHUT-OFF VALVE ANGLE,WELED,SC";63466
8;AW1600H;H_VC;"16"" REFRIG.SHUT-OFF VLV,ANGLE BW,HW";63466
8;AW1800C;H_VC;"18""REFRIG.SHUT-OFF VALVE ANGLE,BW,SC";77067
8;AW1800H;H_VC;"18"" REFRIG.SHUT-OFF VLV. ANGLE BW, HW";77067
8;AW200C;H_VC;"2"" REF SHUT-OFF VLV ANGLE,BW,SEAL CAP";721
8;AW200H;H_VC;"2"" AMMONIA SHUT-OFF VALVE ANGLE,BW,HW";721
8;AW251C;H_VC;"2-1/2""REFRIG SHUT-OFF VALVE ANGLE,WLDD,SEAL CAP";958
8;AW251H;H_VC;"2-1/2""NH3 SHUT-OFF VALVE ANGLE,BW,HW";958
8;AW301C;H_VC;"3""REFRIG SHUT-OFF VALVE ANGLE,BW,SC";1384
8;AW301H;H_VC;"3"" AMMONIA SHUT-OFF VALVE ANGLE,BW,HW";1384
8;AW402C;H_VC;"4"" REFRIG. SHUT-OFF VALVE ANGLE, WELDED, SC";1790
8;AW402H;H_VC;"4"" REFRIG. SHUT-OFF VALVE ANGLE, BW, HANDWHEEL";1790
8;AW500C;H_VC;"5"" REFRIG. SHUT-OFF VALVE ANGLE, WELDED, SC";3020
8;AW500H;H_VC;"5"" REFRIG. SHUT-OFF VALVE ANGLE, BW, HW";3020
8;AW600C;H_VC;"6"" REFRIG SHUT-OFF VALVE, ANGLE, WELDED, SC";3492
8;AW600H;H_VC;"6"" REFRIG SHUT-OFF VALVE, ANGLE, WELDED, HANDWHEEL";3492
8;AW800C;H_VC;"8"" REFRIG. SHUT-OFF VALVE ANGLE, WELDED, SEAL CAP";7397
8;AW800H;H_VC;"8"" REFRIG. SHUT-OFF VALVE ANGLE, BW, HW";7397
8;AWB050C;H_VC;"1/2"" SHUT-OFF VLV,ANG,BLT.BNT, BW,SC";288
8;AWB050H;H_VC;"1/2"" SHUTOFF VALVE, ANGLE, BW, 4BOLT, HW";288
8;AWB075C;H_VC;"3/4"" SHUT-OFF VLV,ANG,4-BLT.BW,SC";339
8;AWB075H;H_VC;"3/4"" SHUTOFF VLV,ANG,HW,BW,4BOLT";339
8;AWB100C;H_VC;"1"" ANGLE SHUT-OFF,BLT.BNT.BW,SC";356
8;AWB100H;H_VC;"1"" SHUT-OFF VLV,ANGLE,HW,BW,4BOLT";356
8;AWB125C;H_VC;"1-1/4"" ANG. SHUT-OFF VLV,BLT.BNT,BW,SC";494
8;AWB125H;H_VC;"1-1/4"" ANG. SHUT-OFF VLV, BW, HW,";494
8;AWE050C;H_VC;"1/2"" SHUT-OFF VLV,ANGLE BW EXT NECK,SC";403
8;AWE075C;H_VC;"3/4"" SHUT-OFF VLV,ANG,BW,SC,EXT NECK,4-BLT";458
8;AWE075H;H_VC;"3/4"" SHUT-OFF VLV,ANGLE BW EXT NECK,HW";458
8;AWE100C;H_VC;"1"" SHUT-OFF VALVE,ANGLE,EXTENDED NECK,BW,SC";538
8;AWE100H;H_VC;"1"" SHUT-OFF VALVE, ANGLE, EXTENDED NECK, BW, HW";538
8;AWE125C;H_VC;"1-1/4"" SOV,ANGLE BW EXTENDED NECK,SEAL CAP";680
8;AWE150C;H_VC;"1-1/2"" SHUT-OFF VLV,ANGLE BW,EXT NECK,SC";834
8;AWE150H;H_VC;"1-1/2"" SHUT-OFF VALVE,ANGLE,EXTENDED NECK,BW,HW";834
8;AWE200C;H_VC;"2"" SHUT-OFF VALVE,ANGLE.EXTENDED.NECK,BW,SC";932
8;AWE200H;H_VC;"2"" SHUT-OFF VALVE,ANG.EXT.NECK,BW,HW";932
8;AWE251C;H_VC;"2-1/2""NH3 ANG. SHUT-OFF,EXT NECK WELDED,SC";1226
8;AWE251H;H_VC;"2-1/2""NH3 SHUT-OFF,ANGLE,EXT NECK,WELDED,HW";1226
8;AWE301C;H_VC;"3"" SHUT-OFF VALVE,ANG,EXTENDED NECK,BW,SC";1669
8;AWE301H;H_VC;"3""SHUT-OFF VALVE,ANG.EXT NECK,BW,HW";1669
8;AWE402C;H_VC;"4"" SHUT-OFF VALVE, ANG.,EXTENDED  NECK,BW,SC";2181
8;AWE402H;H_VC;"4"" SHUT-OFF VALVE, ANGLE, EXT.NECK,BW,HW";2181
8;BT1;H_VC;"EZ-FITTING, 1/2"" MPT INLET X 3/4"" OUTLET";217
8;BT2;H_VC;"EZ-FITTING, 3/4"" MPT INLET X 1"" OUTLET";333
8;BW1;H_VC;"EZ-FITTING, 1/2"" BW INLET X 3/4"" OUTLET";219
8;CHCK5DW/4042;H_VC;"1-1/2""(40MM)SLF-EQ.SUC.STOP,WELD-IN 1-1/2""BW, 51BAR";3138
8;CHCK5DW/5052;H_VC;"2"" (50MM) SELF-EQ GAS SUC.STOP VLV WELD-IN-2"" BW, 51BAR";3298
8;CHCK5DW/6062;H_VC;"2-1/2""(65MM)SLF-EQ. GAS SUC.STOP VLV WELD-IN-2-1/2"" BW, 51 BAR";4101
8;CHCK5DW/7072;H_VC;"3""(80MM) SELF-EQ. GAS SUC.STOP VLV WELD-IN-LINE, 51 BAR";4861
8;COV;H_VC;TOP METAL CVR HANSEN HLL SERIES OF REF FLT SWTH;197
8;EZB/150;H_VC;EZ-SRV CARTRIDGE RELIEF VLV, BARE;433
8;EZB/150-BT1;H_VC;"EZ-SRV CARTRIDGE RELF VLV, 1/2"" MPT W/ FITTING";650
8;EZB/150-BT2;H_VC;"EZ-SRV CARTRIDGE RELF VLV, 3/4"" MPT W/FITTING";759
8;EZB/150-BW1;H_VC;"EZ-SRV CARTRIDGE RELF VLV, 1/2"" BW W/ FITTING";650
8;EZB/150-BW2;H_VC;"EZ-SRV CARTRIDGE RELIEF VLV, 3/4"" BW W/ FITTING";759
8;EZB/16E-BW1;H_VC;"EZ-SRV CART RLF,1/2"" BW W/ FTG,CATIV,MODB&D,EF104";650
8;EZB/19E-BW2;H_VC;"EZ-SRV CART RLF,3/4"" BW W/ FTG,CATIV,MODB&D,EF104";759
8;EZB/200;H_VC;EZ-SRV CARTRIDGE RELIEF VLV, BARE;433
8;EZB/200-BT1;H_VC;"EZ-SRV CARTRIDGE RELF VLV, 1/2"" MPT W/ FITTING";650
8;EZB/200-BT2;H_VC;"EZ-SRV CARTRIDGE RELF VLV, 3/4"" MPT W/ FITTING";759
8;EZB/200-BW1;H_VC;"EZ-SRV CARTRIDGE RELF VLV,1/2"" BW W/ FITTING";650
8;EZB/200-BW2;H_VC;"EZ-SRV CARTRIDGE RELIEF VLV,3/4"" BW W/ FITTING";759
8;EZB/225;H_VC;EZ-SRV CARTRIDGE RELIEF VLV, BARE;433
8;EZB/225-BT1;H_VC;"EZ-SRV CARTRIDGE RELF VLV,1/2"" MPT W/ FITTING";650
8;EZB/225-BT2;H_VC;"EZ-SRV CARTRIDGE RELF VLV, 3/4"" MPT W/ FITTING";759
8;EZB/225-BW1;H_VC;"EZ-SRV CARTRIDGE RELF VLV, 1/2"" BW W/ FITTING";650
8;EZB/24E-BW2;H_VC;"EZ-SRV CART RLF,3/4"" BW W/ FTG,CATIV,MODB&D,EF104";759
8;EZB/250;H_VC;EZ-SRV CARTRIDGE RELIEF VLV, BARE;433
8;EZB/250-BT1;H_VC;"EZ-SRV CARTRIDGE RELF VLV, 1/2"" MPT W/ FITTING";650
8;EZB/250-BT2;H_VC;"EZ-SRV CARTRIDGE RELF VLV, 3/4"" MPT W/ FITTING";759
8;EZB/250-BW1;H_VC;"EZ-SRV CARTRIDGE RELF VLV, 1/2"" BW W/ FITTING";650
8;EZB/250-BW2;H_VC;"EZ-SRV CARTRIDGE RELIEF VLV,3/4"" BW W/ FITTING";759
8;EZB/300;H_VC;EZ-SRV CARTRIDGE RELIEF VLV, BARE;433
8;EZB/300-BT1;H_VC;"EZ-SRV CARTRIDGE RELF VLV, 1/2"" MPT W/ FITTING";650
8;EZB/300-BT2;H_VC;"EZ-SRV CARTRIDGE RELF VLV,3/4"" MPT W/ FITTING";759
8;EZB/300-BW1;H_VC;"EZ-SRV CARTRIDGE RELF VLV,1/2"" BW W/ FITTING";650
8;EZB/300-BW2;H_VC;"EZ-SRV CARTRIDGE RELF VLV,3/4"" BW W/ FITTING";759
8;EZB/350;H_VC;EZ-SRV CARTRIDGE RELIEF VLV, BARE;433
8;EZB/350-BT1;H_VC;"EZ-SRV CARTRIDGE RELF VLV, 1/2"" MPT W/ FITTING";650
8;EZB/350-BT2;H_VC;"EZ-SRV CARTRIDGE RELF VLV, 3/4"" MPT W/ FITTING";759
8;EZB/400;H_VC;EZ-SRV CARTRIDGE RELIEF VLV, BARE;433
8;EZB/400-BT1;H_VC;"EZ-SRV CARTRIDGE RELF VLV, 1/2"" MPT W/ FITTING";650
8;EZB/400-BW1;H_VC;"EZ-SRV CARTRIDGE RELF VLV,1/2"" BW W/ FITTING";650
8;EZB/400-BW2;H_VC;"EZ-SRV CARTRIDGE RELF VLV,3/4"" BW W/FITTING";759
8;EZB/450;H_VC;EZ-SRV CARTRIDGE RELIEF VLV, BARE;433
8;EZB/450-BT1;H_VC;"EZ-SRV CARTRIDGE RELF VLV,1/2"" MPT W/FITTING";650
8;EZB/500;H_VC;EZ-SRV CARTRIDGE RELIEF VLV, BARE;433
8;EZB/500-BT1;H_VC;"EZ-SRV CARTRIDGE RELF VLV, 1/2"" MPT W/ FITTING";650
8;EZB/550;H_VC;EZ-SRV CARTRIDGE RELIEF VLV, BARE;433
8;EZB/550-BW1;H_VC;"EZ-SRV CARTRIDGE RELF VLV, 1/2"" BW W/ FITTING";650
8;EZB/550-BW2;H_VC;"EZ-SRV CARTRIDGE RELIEF VLV, 3/4"" BW W/ FITTING";759
8;EZB/600;H_VC;EZ-SRV CARTRIDGE RELIEF VLV, BARE;433
8;EZB/600-BT1;H_VC;"EZ-SRV CARTRIDGE RELF VLV,1/2"" MPT W/FITTING";650
8;EZB/600-BT2;H_VC;"EZ-SRV CARTRIDGE RELF VLV, 3/4"" MPT W/ FITTING";759
8;EZB/600-BW2;H_VC;"EZ-SRV CARTRIDGE RELF VLV, 3/4"" BW FITTING, 600 PS";759
8;EZC/150;H_VC;EZ-SRV CARTRIDGE RELIEF VLV, BARE;502
8;EZC/150-BT2;H_VC;"EZ-SRV CARTRIDGE RELF VLV,3/4"" MPT W/ FITTING";835
8;EZC/150-BW2;H_VC;"EZ-SRV CARTRIDGE RELF VLV,3/4"" BW W/ FITTING";835
8;EZC/200;H_VC;EZ-SRV CARTRIDGE RELIEF VLV, BARE;502
8;EZC/200-BW2;H_VC;"EZ-SRV CARTRIDGE RELF VLV, 3/4"" BW W/ FITTING";835
8;EZC/225-BW2;H_VC;"EZ-SRV CARTRIDGE RELF VLV,3/4"" BW W/ FITTING";835
8;EZC/250;H_VC;EZ-SRV CARTRIDGE RELIEF VLV, BARE;502
8;EZC/250-BT2;H_VC;"EZ-SRV CARTRIDGE RELF VLV, 3/4"" MPT W/ FITTING";835
8;EZC/250-BW2;H_VC;"EZ-SRV CARTRIDGE RELF VLV, 3/4"" BW W/ FITTING";835
8;EZC/300;H_VC;EZ-SRV CARTRIDGE RELIEF VLV, BARE;502
8;EZC/300-BT2;H_VC;"EZ-SRV CARTRIDGE RELF VLV, 3/4"" MPT W/ FITTING";835
8;EZC/300-BW2;H_VC;"EZ-SRV CARTRIDGE RELIEF VLV,3/4"" BW W/ FITTING";835
