HA4AM/B5;H_VC;"3/4""(20MM)ELECT.MTR.COMP.G.,REG.V,50%REDUCED";2664
HA4AM-4/31;H_VC;"1-1/4""(32MM)ELEC.MTR COMP. REG,RG. A(4-BOLT)";2959
HA4AMS/01;H_VC;"3/4""(20MM)ELEC.MTR COMP.REG W/ELEC SHUT-OFF,RG.A";2875
HA4AMS/21;H_VC;"1""(25MM)ELECT MOTOR COMP. REG,W/ELECT SHUTOFF RGA";3054
HA4AMS/31;H_VC;"1-1/4""(32MM)ELEC.MOT.COMP.REG W/ ELEC SHUTOFF,RGA";3347
HA4AMS/41;H_VC;"1-1/2""(40MM)ELEC.MOT.COMP.REG. W/ELEC SHUT-OFF,RGA";3857
HA4AMS/45;H_VC;"1-1/2""(40MM)ELEC.MOT.COMP.REG W/ELEC SHUT-OFF,RG.V";4154
HA4AMS/51;H_VC;"2""(50MM)ELECT.MTR COMP.REG W/ELEC SHUT-OFF,RG.A";4132
HA4AMS/61;H_VC;"2-1/2""(65MM)ELEC.MOT.COMP.REG W/ELEC SHUT-OFF,RG.A";4685
HA4AMS/71;H_VC;"3""(80MM)ELEC MTR COMP.REG W/ELEC SHUT-OFF,RG.A";5731
HA4AMS/81;H_VC;"4""(100MM)ELEC.MTR COMP.REG W/ELEC SHUT-OFF,RG.A";7472
HA4AMS/85;H_VC;"4""(100MM)ELEC.MOTOR COMP.REG W/ELEC SHUT-OFF,RG.V";7767
HA4AMS/B1;H_VC;"3/4""(20MM)ELEC,MTR.COMP.W/ELEC SHUT-OFF,50%RED";2875
HA4AO/01;H_VC;"3/4"" (20MM) OUTLET PRESSURE REGULATOR, RANGE V";1243
HA4AO/03;H_VC;"3/4""(20MM) OUTLET PRESSURE REGULATOR RANGE B";1243
HA4AO/21;H_VC;"1""(25MM) OUTLET PRESSURE REGULATOR RANGE V";1422
HA4AO/23;H_VC;"1""(25MM) OUTLET PRESSURE REGULATOR RANGE B";1422
HA4AO/31;H_VC;"1-1/4""(32MM) OUTLET PRESSURE REGULATOR RANGE V";1713
HA4AO/33;H_VC;"1-1/4""(32MM) OUTLET PRESSURE REGULATOR RANGE B";1713
HA4AO/41;H_VC;"1-1/2""(40MM) OUTLET PRESSURE REGULATOR RANGE V";2225
HA4AO/43;H_VC;"1-1/2""(40MM) OUTLET PRESSURE REGULATOR RANGE B";2225
HA4AO/51;H_VC;"2""(50MM) OUTLET PRESSURE REGULATOR RANGE V";2499
HA4AO/53;H_VC;"2"" (50MM) OUTLET PRESSURE REGULATOR RANGE B";2499
HA4AO/61;H_VC;"2-1/2""(65MM) OUTLET PRESSURE REGULATOR RANGE V";3051
HA4AO/63;H_VC;"2-1/2"" (65MM) OUTLET PRESSURE REGULATOR, RANGE B";3051
HA4AO/71;H_VC;"3""(80MM) OUTLET PRESSURE REGULATOR RANGE V";4097
HA4AO/73;H_VC;"3""(80MM) OUTLET PRESSURE REGULATOR RANGE B";4097
HA4AO/81;H_VC;"4""(100MM) OUTLET PRESSURE REGULATOR RANGE V";5840
HA4AO/83;H_VC;"4""(100MM)OUTLET PRESSURE REGULATOR, RANGE B";5840
HA4AO/A1;H_VC;"3/4""(20MM) OUTLET PRES REG W/25% RED. RG.V";1243
HA4AO/A3;H_VC;"3/4""(20MM)OUTLET PRES REG. 25% REDUCED PORT,RG:B";1243
HA4AO/B1;H_VC;"3/4""(20MM)OUTLET PRES REG. 50% REDUCD PORT,RG V";1243
HA4AO/B3;H_VC;"3/4""(20MM)OUTLET PRESS REG. 50% RED PORT,RG.B";1243
HA4AO-4/31;H_VC;"1-1/4""(32MM)OUTLET PRESS. REG.(4-BOLT) RANGE V";1830
HA4AO-4/33;H_VC;"1-1/4""(32MM)OUTLET REGULATOR RANGE B (4-BOLT)";1830
HA4AOA/73;H_VC;"3"" (80MM) INLET/OUTLET REGULATOR RG. A/B";4870
HA4AOAMS/61;H_VC;"2-1/2""(65mm)INLET/OUTLET MOTOR COMP, RG. V/A";6319
HA4AOAS/01;H_VC;"3/4"" INLET/OUTLET REG. W/ELEC SHUT-OFF, RG.A/V";2857
HA4AOAS/21;H_VC;"1""INLET/OUTLET REG.W/ELEC.SHUT-OFF,RG.A/V";3035
HA4AOAS/31;H_VC;"1-1/4""INLET/OUTLET REG.W/ELECT SHUT-OFF,RG.A/V";3326
HA4AOAS/34;H_VC;"1-1/4""INLET/OUTLET REG.W/ELECT SHUT-OFF,RG.B/B";3326
HA4AOAS/41;H_VC;"1-1/2""(40MM)OUTLET REG. W/ELECT.SHUT-OFF.RG.A/V";3838
HA4AOAS/43;H_VC;"1-1/2""(40mm)INLET/OUTLET REG.W/ELECT SO,RG A/B";3838
HA4AOAS/44;H_VC;"1-1/2""(40mm)INLET/OUTLET REG.W/ELECT SO,RG B/B";3838
HA4AOAS/51;H_VC;"2""(50MM)OUTLET REG.W/ELEC. SHUT-OFF RG. A/V";4113
HA4AOAS/61;H_VC;"2-1/2"" INLET/OUTLET REG.W/ELEC SHUT-OFF,RG.A/V";4665
HA4AOAS/63;H_VC;"2-1/2""(65MM)INLET/OUTLET REG.W/ELEC SO,RG.A/B";4665
HA4AOAS/71;H_VC;"3""INLET/OUTLET REG. W/ELECT. SHUT-OFF RG. A/V";5712
HA4AOAS/81;H_VC;"4"" INLET/OUTLET REG. W/ELECT. SHUT-OFF RG.A/V";7452
HA4AOB/41;H_VC;"1-1/2""(40MM)OUTLET REG.W/WIDE OPEN FEATURE,RNG V";2731
HA4AOB/43;H_VC;"1-1/2""(40MM)OUTLET REG.W/ WIDE OPEN,RG. B";2731
HA4AOB/53;H_VC;"2""(50MM)OUT. PRESS REG. W/WIDE OPEN FEAT,RGE B";3004
HA4AOB/61;H_VC;"2-1/2"" (65MM) OUTLET REGULATOR W/WIDE OPEN RANGE V";3557
HA4AOB/73;H_VC;"3""(75MM)OUTLET PRESSURE REG,RG B,WIDE OPEN";4603
HA4AOE/01;H_VC;"3/4"" OUTLET PRESS.REG.W/ EXT EQUALIZER,RANGE V";1387
HA4AOE/03;H_VC;"3/4""(20MM)OUTLET PRESS.REG. W/EXT.EQUAL.,RG.B";1387
HA4AOE/21;H_VC;"1""(25MM)OUTLT. PRES.REG. W/ EXTERNAL EQUAL,RGE V";1566
HA4AOE/23;H_VC;"1""(25MM)OUTLET PRES.REG.W/ EXTERNAL EQUALIZER,RG.B";1566
HA4AOE/31;H_VC;"1-1/4""(32MM)OUT PRES.REG. W/EXT.EQUAL RG V";1857
HA4AOE/41;H_VC;"1-1/2""OUTLET PRES.REG W/ EXTERN EQUALIZ RGE V";2369
HA4AOE/51;H_VC;"2""(50MM)OUTLT PRES.REG.W/ EXT EQUALZR RG V";2644
HA4AOE/61;H_VC;"2-1/2""(65MM)OUT. PRES. REG. W/EXTERN EQUAL RGE V";3196
HA4AOE/71;H_VC;"3""(80MM)OUTLET PRES.REG.W/ EXT EQUALIZER,RG.V";4242
HA4AOE/A1;H_VC;"3/4""(20MM)PRES REG.W/ EXT.EQUAL.25%RED.PLUG,RG.V";1387
HA4AOE/B1;H_VC;"3/4""20MM OUTPRES.REG.W/EXT EQUAL,RGE V,50% RED PT";1387
HA4AOEPS/01;H_VC;"3/4"" OUTLET PRESS REG,EXT,PNEU,SHUT-OFF, RG.V";2067
HA4AOES/01;H_VC;"3/4""(20MM)REG.W/ELECT.S/O W/EXTERN EQLZ,RGE V";1749
HA4AOES/03;H_VC;"3/4""(20MM)OUT PRES.REG.W/EX EQU.&ELEC.SHUT-OFF,RGB";1749
HA4AOES/21;H_VC;"1""(25MM)OUT REG.W/ELECT SHUT-OFF W/EXT.EQUAL RGE.V";2070
HA4AOES/23;H_VC;"1""(25MM)OUT REG.W/ELECT SHUT-OFF W/EXT.EQUAL RG.B";2070
HA4AOES/31;H_VC;"1-1/4""(32MM)OUT REG. RG.V,W/ELECT SO,W/EXT.EQ";2363
HA4AOES/33;H_VC;"1-1/4""(32MM)OUT REG. RG.B,ELECT SO,W/EXT.EQ";2363
HA4AOES/41;H_VC;"1-1/2""(40MM)OUT REG.W/ELEC. SHUT-OFF,W/ EXT.EQ. RG";2874
HA4AOES/43;H_VC;"1-1/2""(40mm)OUT REG.W/ELEC SHUT-OFFW/EXT EQ,RG.B";2874
HA4AOES/51;H_VC;"2""(50MM)OUTLET REG.W/ELECT SHUT-OFF,W/EXT.EQUALIZE";3004
HA4AOES/53;H_VC;"2""(50MM)OUTLET REG.W/ELEC SHUT-OFF,W/EXT.EQ,RG.B";3004
HA4AOES/61;H_VC;"2-1/2""(65MM)OUT REG.W/ELEC. SHUT-OFF,W/EXT.EQ.RG.V";3701
HA4AOES/81;H_VC;"4""(100MM)OUT REG W/ELEC SHUT-OFF W/EXT EQ RG.V";6488
HA4AOES/A1;H_VC;"3/4""(20MM)OUTLET REG.W/ELEC.,W/EXT.EQUAL,25% RED";1892
HA4AOES/B1;H_VC;"3/4""(20MM)REG.W/ELEC.S.OFF W/EXT.EQ.RG.V,50%RED";1892
HA4AOES/B3;H_VC;"3/4""(20MM)REG W/ELEC SHUT-OFF W/EXT EQ RG.B 50%RED";1892
HA4AOESX/01;H_VC;"3/4""(20mm)OUTLET PRES.,W/ELEC/RG. V,EXP 115V";3072
HA4AOESX/21;H_VC;"1""(25mm)OUTLET PRESS W/ELEC,RG.V,EXPL PROOF,115V";3252
HA4AOESX/41;H_VC;"1-1/2""(40MM)OUT PRES REG ELEC,RG.V, EXPL 115V";4055
HA4AOESX/51;H_VC;"2"" (50MM) OUT PRES REG ELEC RG.V EXPL PROOF 115V";4330
HA4AOESX/61;H_VC;"2-1/2""(65MM)OUTLET PRESS,ELEC RG.V EXP 115V";4883
HA4AOESX/71;H_VC;"3""(80MM)OUTLET PRESS,ELEC RG.V EXP 115V";5929
HA4AOLE/01;H_VC;"3/4""(20mm)DIFF OUTLET REG W/EXT EQUAL RG.V";1593
HA4AOLE/33;H_VC;"1-1/4""(32MM)DIFF.OUTLET REG.W/EXT.EQUAL,RG. B";2063
HA4AOLE/A1;H_VC;"3/4""(20mm)DIFF OUTLET REG. W/EXT EQ.25%RED., RG V";1593
HA4AOMS/61;H_VC;"2-1/2""OUTLET MOTOR COMP.W/ELEC.SHUT-OFF,RG.V";5212
HA4AOMS/71;H_VC;"3""OUTLET MOTOR COMP.W/ELEC.SHUT-OFF,RG.V";6258
HA4AOMS/A1;H_VC;"3/4""OUTLET MTR.COMP.W/ELEC.SHUT-OFF,25%RED.RG.V";3403
HA4AOP/01;H_VC;"3/4""(20MM)PNEUMATIC COMP.OUTLET REGULATOR, RG V.";1416
HA4AOP/21;H_VC;"1""(25MM)PNEUMATIC COMP OUTLET REG.,RG.V";1594
HA4AOP/41;H_VC;"1-1/2""(40MM) PNEUMATIC COMP OUTLET REGULATOR, RG V";2399
HA4AOP/71;H_VC;"3""(80MM) PNEUMATIC COMP. OUTLET REGULATOR RANGE V";4271
HA4AOP/81;H_VC;"4"" (100MM) PNEUMATIC COMP OUTLET REGULATOR RANGE V";6012
HA4AOP/A1;H_VC;"3/4""(20mm)PNEUM OUTLET REG. RG.V,25% REDUCED PORT";1416
HA4AOPS/01;H_VC;"3/4""(20MM)PNEUM.OTLT PRESS.REG.W/ELEC-SHUTOFF,RG.V";1921
HA4AOPS/21;H_VC;"1""(25MM)PNEUM,OUTLT PRES REG.W/ELEC SHUT-OFF, RG.V";2099
HA4AOPS/31;H_VC;"1-1/4"" (32MM) HA4AOPS PRESS REG, RG V, OUTLET W/ P";2391
HA4AOPS/41;H_VC;"1-1/2""(40mm)PNEUM OUTLET PRES .ELEC SHUT-OFF,RG.V";2904
HA4AOS/01;H_VC;"3/4""(20MM)OUTLET REG.W/ELECT. SHUT-OFF, RANGE V";1748
HA4AOS/03;H_VC;"3/4""(20MM)OUTLET REG. W/ELECT. SHUT-OFF, RANGE B";1748
HA4AOS/06;H_VC;"3/4""(20MM)PRESS REG RG D, ELEC S/O & OUTLET PRES";1748
HA4AOS/21;H_VC;"1""(25MM)OUTLET REG W/ ELECTRIC SHUT-OFF, RANGE V";1927
HA4AOS/23;H_VC;"1""(25MM)OUTLET REG.W/ELECTRIC SHUT-OFF, RANGE B";1927
HA4AOS/31;H_VC;"1-1/4""(32MM)OUTLET REG.W/ELECT SHUT-OFF, RANGE V";2218
HA4AOS/33;H_VC;"1-1/4""(32MM)OUTLET REG.W/ELECT SHUT-OFF, RANGE B";2218
HA4AOS/36;H_VC;"1-1/4""(32mm)OUTLET REG. W/ELECT SHUT-OFF, RG.D";2218
HA4AOS/41;H_VC;"1-1/2""(40MM)OUTLET REG.W/ELECT SHUT-OFF, RANGE V";2730
HA4AOS/43;H_VC;"1-1/2""(40MM)OUTLET REG.W/ELECT SHUT-OFF, RANGE B";2730
HA4AOS/51;H_VC;"2"" (50MM) OUTLET REG. W/ELECTRIC SHUT-OFF, RG V";3004
HA4AOS/53;H_VC;"2""(50MM)OUTLET REG.W/ELECTRIC SHUT-OFF, RANGE B";3004
HA4AOS/56;H_VC;"2""(50MM)OUTLET REG. W/ELEC SHUT-OFF,RANGE D";3004
HA4AOS/61;H_VC;"2-1/2""(65MM)OUTLET REG.W/ELECT SHUT-OFF, RANGE V";3556
HA4AOS/63;H_VC;"2-1/2""(65MM)OUTLET REG.W/ELECT SHUT-OFF, RANGE B";3556
HA4AOS/71;H_VC;"3""(80MM)OUTLET REG.W/ELECTRIC SHUT-OFF, RANGE V";4602
HA4AOS/73;H_VC;"3""(80MM)OUTLET REG. W/ELECTRIC SHUT-OFF, RANGE B";4602
HA4AOS/81;H_VC;"4""(100MM)OUTLET REG.W/ELECTRIC SHUT-OFF, RANGE V";6345
HA4AOS/83;H_VC;"4""(100MM)OUTLET REG.W/ELECTRIC SHUT-OFF, RANGE B";6345
HA4AOS/A1;H_VC;"3/4""(20MM)OUTLET REG.W/ELECT.SHT-OFF, RG. V,25%RED";1748
HA4AOS/A3;H_VC;"3/4""(20MM)OUT REG.W/ELECT. SHT-OFF,RGE B,25% RED.P";1748
HA4AOS/B1;H_VC;"3/4""(20MM)OUTLET REG.W/ELEC SHUT-OFF,RG,V,50%RED.P";1748
HA4AOS/B3;H_VC;"3/4""(20MM)OUTLET REG.W/SHUT- OFF RG B 50% RED PORT";1748
HA4AOS-4/31;H_VC;"1-1/4""(32MM)OUTLET REG.W/ELEC SHUT-OFF,RG V(4-BOLT";2336
HA4AOSB/01;H_VC;"3/4""(20MM)OUTLET REG.ELEC SHUT-OFF,WIDE OPEN.RG.V";1971
HA4AOSB/21;H_VC;"1""(25mm)OUTLET REG W/ELEC SHUT-OFF WIDE OPEN RG V";2148
HA4AOSB/23;H_VC;"1""(25mm)OUTLET REG.W/ELEC SHUT-OFF,WIDE OPEN,RG.B";2148
HA4AOSB/26;H_VC;"1""(25mm) OUTLET REG W/ELEC SHUT-OFF WIDE OPEN RG.D";2148
HA4AOSB/31;H_VC;"1-1/4""(32MM)OUTLET REG,RG.V,ELEC SO,WIDE OPEN";2440
HA4AOSB/81;H_VC;"4""(100MM)OUTLET,ELEC SHUT-OFF,WIDE OPEN, RANGE V";6568
HA4AOSX/01;H_VC;"3/4""(20MM)OUTLET REG.W/ELEC,W/EXT EXP,115V,RG.V";2929
HA4AOSX/21;H_VC;"1""(25MM) OUTLET REG ELEC,W/EXT EXP 115V RG V";3105
HA4AOSX/23;H_VC;"1""(25MM) OUTLET REG ELEC,W/EXT EXP 115V RG.B";3105
HA4AOSX/31;H_VC;"1-1/4"" (32MM) OUTLET REG ELEC W/EXT EXP 115V RG V";3399
HA4AOSX/53;H_VC;"2""(50MM)OUTLET REG ELEC,W/EXT EXP, 115V, RG.B";4185
HA4AOSX/A1;H_VC;"3/4""(20MM)OUTLET REG,ELEC,115V,RG.V,25%RED,EXT EXP";2929
HA4AOSX/B1;H_VC;"3/4""(20MM)OUTLET REG ELEC 50% RED,EXT EXP,115V,RGV";2929
HA4AP/01;H_VC;"3/4""(20MM) PNEUM COMP. PRESSURE REGULATOR RANGE A";889
HA4AP/21;H_VC;"1""(25MM) PNEUMATIC PRESSURE REGULATOR RANGE A";1068
HA4AP/31;H_VC;"1-1/4""(32MM)PNEUMATIC PRESSURE REGULATOR, RANGE A";1359
HA4AP/41;H_VC;"1-1/2""(40MM) PNEUM. PRESSURE REGULATOR RANGE A";1871
HA4AP/51;H_VC;"2""(50MM) PNEUMATIC PRESSURE REGULATOR RANGE A";2145
HA4AP/61;H_VC;"2-1/2""(65MM) PNEUMATIC PRESSURE REGULATOR RANGE A";2697
HA4AP/71;H_VC;"3""(80MM) PNEUMATIC PRESSURE REGULATOR RANGE A";3743
HA4AP/81;H_VC;"4""(100MM) PNEUMATIC PRESSURE REGULATOR RANGE A";5486
HA4AP/B1;H_VC;"3/4""(20MM)PNEUM COMP. PRESS REG RG.A,50% RED VPORT";889
HA4AP-4/31;H_VC;"1-1/4""(32mm)PNEUMATIC PRESS. REG,(4-BOLT)RANGE A";1478
HA4APS/01;H_VC;"3/4""(20MM)PENUM PRESS REG. W/ ELEC SHUT-OFF,RG.A";1395
HA4APS/21;H_VC;"1""(25MM)PENUM PRESS.REG. W/ELECTRIC SHUT-OFF,RANGE";1573
HA4APS/31;H_VC;"1-1/4""(32MM)PNEUM PRESS REG.W/ELEC SHUT-OFF RG A";1863
HA4APS/41;H_VC;"1-1/2""(40MM)PNEUMTC PRES REG.W/ELEC.SHUT-OFF RG A";2378
HA4APS/51;H_VC;"2""(50MM)PNEUM.PRESSURE REG.W/ELEC.SHUT-OFF,RG.A";2650
HA4APS/61;H_VC;"2-1/2""(65MM)PNEUM PRESS. REG.W/ELEC.SHUT-OFF RG.A";3204
HA4APS/71;H_VC;"3""(80MM)PNEUM. PRES REG. W/ELEC. SHUT-OFF RGE A";4250
HA4APS/81;H_VC;"4""(100MM)PNEUM. PRES. REG W/ELECT SHUT-OFF RGE A";5991
HA4APSB/21;H_VC;"1""(25MM)PNEUM.PRES.REG.W/ELEC SHUT-OFF,OPEN,RG A";1795
HA4APSB/31;H_VC;"1-1/4""(32mm)PNEUM PRES REG.ELEC SHUT-OFF,OPEN,RG.A";2088
HA4APSB/81;H_VC;"4""(100mm)PHEUN.PRES.REG.w/SHUT-OFF,OPEN RG.A";6216
HA4AR/01;H_VC;"3/4""(20MM) MAIN REGULATOR ONLY FOR REMOTE PILOT";716
HA4AR/21;H_VC;"1""(25MM) MAIN REGULATOR ONLY FOR REMOTE PILOT";895
HA4AR/41;H_VC;"1-1/2""(40MM) MAIN REGULATOR ONLY FOR REMOTE PILOT";1698
HA4AR/51;H_VC;"2""(50MM) MAIN REGULATOR ONLY FOR REMOTE PILOT";1972
HA4AR/61;H_VC;"2-1/2""(65MM) MAIN REGULATOR ONLY FOR REMOTE PILOT";2524
HA4AR/71;H_VC;"3""(80MM) MAIN REGULATOR ONLY FOR REMOTE PILOT";3570
HA4AR/81;H_VC;"4""(100MM) MAIN REGULATOR ONLY FOR REMOTE PILOT";5313
HA4AR/B1;H_VC;"3/4""(20MM)50%RED PORT MAIN REG.FOR REMOTE PILOT";716
HA4AS/01;H_VC;"3/4""(20MM) REG. WITH ELECTRIC SHUT-OFF, RANGE A";1221
HA4AS/03;H_VC;"3/4""(20MM) REG. WITH ELECTRIC SHUT-OFF, RANGE B";1221
HA4AS/05;H_VC;"3/4""(20MM) REG. WITH ELECTRIC SHUT-OFF, RANGE V";1515
HA4AS/21;H_VC;"1""(25MM) REG. WITH ELECTRIC SHUT-OFF,RG A";1400
HA4AS/23;H_VC;"1""(25MM) REG. WITH ELECYTRIC SHUT-OFF, RANGE B";1400
HA4AS/25;H_VC;"1""(25MM) REG. WITH ELECTRIC SHUT-OFF, RANGE V";1694
HA4AS/31;H_VC;"1-1/4""(32MM) REG.WITH ELECTRIC SHUT-OFF, RANGE A";1691
HA4AS/33;H_VC;"1-1/4""(32MM)REG.W/ ELECTRIC SHUT-OFF,RG.B";1691
HA4AS/35;H_VC;"1-1/4""(32MM)REG.W/ ELECTRIC SHUT-OFF RANGE V";1985
HA4AS/41;H_VC;"1-1/2""(40MM)PRESS REG.W/ ELECTRIC SHUT-OFF RG. A";2203
HA4AS/43;H_VC;"1-1/2""(40MM)REG.W/ ELECTRIC SHUT-OFF,RG.B";2203
HA4AS/45;H_VC;"1-1/2""(40MM)REG.W/ ELECTRIC SHUT-OFF, RANGE V";2597
HA4AS/51;H_VC;"2""(50MM) REGULATOR WITH ELECT. SHUT-OFF, RANGE A";2477
HA4AS/53;H_VC;"2""(50MM) REGULATOR WITH ELECT. SHUT-OFF, RANGE B";2477
HA4AS/55;H_VC;"2""(50MM) REGULATOR WITH ELECT. SHUT-OFF, RANGE V";2771
HA4AS/61;H_VC;"2-1/2""(65MM)REG.W/ ELECTRIC SHUT-OFF RANGE A";3029
HA4AS/63;H_VC;"2-1/2""(65MM)REG.W/ ELECTRIC SHUT-OFF,RG.B";3029
HA4AS/65;H_VC;"2-1/2""(65MM)PRESS REG W/ ELECTRIC SHUT-OFF,RANGE V";3323
HA4AS/71;H_VC;"3""(80MM) REGULATOR WITH ELECT. SHUT-OFF, RANGE A";4075
HA4AS/73;H_VC;"3""(80MM)REGULATOR WITH ELECTRIC SHUT-OFF, RANGE B";4075
HA4AS/75;H_VC;"3""(80MM) REGULATOR WITH ELECT. SHUT-OFF, RANGE V";4369
HA4AS/76;H_VC;"3""(80MM) REGULATOR WITH ELECT. SHUT-OFF, RANGE D";4075
HA4AS/81;H_VC;"4""(100MM)PRES REG. WITH ELECTRIC SHUT-OFF, RANGE A";5818
HA4AS/83;H_VC;"4""(100MM)REG.W/ELECTRIC SHUT-OFF, RANGE B";5818
HA4AS/85;H_VC;"4""(100MM)REGULATOR,W/ELECTRIC SHUT-OFF, RANGE V";6112
HA4AS/86;H_VC;"4""(100MM)PRES REG. WITH ELEC SHUT-OFF, RG D";5818
HA4AS/A1;H_VC;"3/4""(20MM)REG.W/ELECT SHUT-OFF,RG A,25%RED.PORT";1221
HA4AS/A3;H_VC;"3/4""(20MM)REG W/ELEC SHUTOFF,W/25%RED.PORT,RG.B";1221
HA4AS/B1;H_VC;"3/4""(20MM)REG.W""ELECT SHUT-OFF,RG.A,50%RED PORT";1221
HA4AS/B3;H_VC;"3/4""(20MM)REG.W/ELEC SHUTOFF,RG B,50%RED.PORT";1221
HA4AS/B5;H_VC;"3/4""(20MM)REG.W/ELEC SHUT-OFF, RG.V,50%RED PORT";1515
HA4AS-4/31;H_VC;"1-1/4""(32MM)REG.W/ ELECTRIC SHUT-OFF(4-BOLT)";1811
HA4ASB/01;H_VC;"3/4""(20MM)REG.W/ELEC SHUT-OFF,WIDE OPEN,RG A";1444
HA4ASB/03;H_VC;"3/4""(20MM)REG.W/ELEC SHUT-OFF,WIDE OPEN,RG B";1444
HA4ASB/21;H_VC;"1"" (25MM) REG W/ELECT SHUT-OFF,WIDE OPEN,RG: A";1623
HA4ASB/31;H_VC;"1-1/4""(32MM)REG W/ELEC. SHUT-OFF,WIDE OPEN,RG A";1914
HA4ASB/35;H_VC;"1-1/4""(32MM)REG W/ELEC SHUT-OFF,WIDE OPEN,RG.V";2208
HA4ASB/41;H_VC;"1-1/2""(40MM)REG W/ELEC. SHUT-OFF,WIDE OPEN,RG A";2426
HA4ASB/46;H_VC;"1 1/2"" (40MM) REG W/ ELECT SHUT-OFF , WIDE OPEN, R";2426
HA4ASB/51;H_VC;"2"" (50MM) REG WITH ELEC SHUT-OFF,WIDE OPENING RG.A";2700
HA4ASB/53;H_VC;"2"" (50MM) REG WITH ELEC SHUT-OFF,WIDE OPEN,RG.B";2700
HA4ASB/61;H_VC;"2-1/2""(65MM)REG.W/ELECT. SHUT,OFF,WIDE OPEN.RG A";3252
HA4ASB/71;H_VC;"3""(80MM) REG W/ELECTRIC SHUT-OFF,WIDE OPENING RG.A";4298
HA4ASB/81;H_VC;"4""REG.W/ELECT.SHUT-OFF,W/WIDE OPEN,RG.A";6041
HA4ASB/A1;H_VC;"3/4""(20MM)REG.W/ELEC. S/O WD OPEN 25% RED.PT,RGE.A";1444
HA4ASB/B1;H_VC;"3/4""(20MM)REG.W/ELEC.SHUTOFF WIDEOPEN,50%RED.PORT,";1444
HA4ASB-4/31;H_VC;"1-1/4""REG.W/ELEC SHUT-OFF W/WIDE OPEN RGE.A,4-BLT";2033
HA4ASNO/01;H_VC;"3/4""(20MM) REG W/ELEC SO, RG.A NORMALLY OPEN";1512
HA4ASNO/21;H_VC;"1""(25MM) REG W/ ELEC SHUT-OFF, RG.A NORMALLY OPEN";1691
HA4ASX/21;H_VC;"1""(25MM)REG.W/ELEC SO,RG.A,EXPL PROOF,115V";2581
HA4ASX/35;H_VC;"1-1/4""(32MM)REG.W/ELEC SO,RG.V,EXPL PROOF,115V";3167
HA4ASX/45;H_VC;"1-1/2""(40MM)REG.W/ELEC SO,RG.V,EXPL PROOF,115V";3680
HA4ASX/51;H_VC;"2""(50MM)REG W/ELEC SHUT RG.A, 115V EXP PROOF";3658
HA4ASX/61;H_VC;"2-1/2""(65mm)REG W/ELEC SHUT RGA, EXP 115V";4210
HA4ASX/65;H_VC;"2-1/2""(65MM) REG ELEC SHUT-OFF RG V EXP PROOF 115V";4507
HA4ASX/71;H_VC;"3""(80MM)PRESS REG W/ELEC SHUT-OFF RG.A EXP PROOF";5256
HA4ASX/73;H_VC;"3""(80MM) REG W/ELEC SHUT RG.B 115V EXP PROOF";5256
HA4ASX/75;H_VC;"3""(80MM) REG,ELEC SHUTOFF RG.V W/EXPL PROOF 115V";5552
HA4ASX/81;H_VC;"4""(100MM) REG W/ELEC SHUT RG A 115V EXP PROOF";6998
HA4ASX/85;H_VC;"4""(100mm)REG W/ ELEC SHUT RG.V, EXP PRF 115V";7294
HA4W/0101;H_VC;"3/4""(20mm) PRESS REG.WELD IN LINE,RG A 3/4""SW CON";1045
HA4W/0121;H_VC;"3/4"" (20mm) PRESS REG.WELD-IN-LINE,RG.A 1"" SW CONN";1045
HA4W/0301;H_VC;"3/4""(20mm)PRESS REG WELD-IN-LINE RG.B 3/4"" SW CONN";1045
HA4W/2121;H_VC;"1""(25mm)REGULATOR RG. A WELD IN-LINE 1""SW CONN";1274
HA4W/2131;H_VC;"1""(25MM)REGULATOR RG A. WELD-IN-LINE 1-1/4 SW CONN";1274
HA4W/2321;H_VC;"1""(25mm)REGULATOR RG. B WELD IN-LINE 1"" SW CONN";1274
HA4W/2331;H_VC;"1""(25MM)REGULATOR RG B. WELD-IN-LINE 1-1/4 SW CONN";1274
HA4W/3131;H_VC;"1 1/4""(32MM)PRESS  RG A WELD IN LINE1-1/4"" SW CON";1607
HA4W/3331;H_VC;"1-1/4""(32MM)PRESS REG,RG B WELD-IN 1-1/4"" SW CON";1607
HA4W/4141;H_VC;"1-1/2"" (40MM) PRESS REG RG.A W/1-1/2"" WELD-IN-LINE";2212
HA4W/4151;H_VC;"1-1/2""(40MM)PRESS REG. RG.A WELD-IN-LINE 2""SW CONN";2212
HA4W/51;H_VC;"5""(125MM)PRES.REG.BW.RG.A";9492
HA4W/5151;H_VC;"2"" (50MM) PRESS REG RG A WELD IN LINE 2"" SW CONN";2547
HA4W/53;H_VC;"5""(125MM) PRESSURE REG. BUTT WELD END, RANGE B";9492
HA4W/5351;H_VC;"2"" (50MM)PRESS REG RG.B WELD IN LINE 2"" SW CONN";2547
HA4W/55;H_VC;"5""(125MM) PRESSURE REGULATOR BW, RANGE V";9785
HA4W/61;H_VC;"6""(150MM)PRESS. REG. RG.A, BW";16112
HA4W/6161;H_VC;"2-1/2""(65mm)PRES. WELD IN-LINE,RG.A,2-1/2"" SW CON";3344
HA4W/63;H_VC;"6""(150MM) PRESSURE REG. BUTT WELD END, RANGE B";16112
